instance_id,text,source,scores,users,man_score,woman_score,white_score,black_score,asian_score,nonwhite_score,label
1796,"Here is the latest AWADmail 

#16 - A Compendium of Feedback on the Words in AWAD and

Other Interesting Tidbits about Words and Languages

October 15, 2000



We hope you enjoy!

",revised,"[3.0, 4.0, 5.0, 4.0, 3.0, 3.0, 5.0, 4.0]","['5d4c7ac3e8ec490018b0050d', '5484949efdf99b0379939cc6', '58a50aebbb9e0f0001aca2a7', '55b6d0a4fdf99b437183f9b5', '56e32190e414dc000c8b40ae', '5ede22703409e1042973a050', '62685fb139dc07380edf7988', '5c5c8a688089970001788f30']",4.0,4.0,3.6,5.0,5.0,4.333333333333333,3.875
1797,"Just got home from work ... but that is funny, cause I'm still working -- now at home.  Guess you've probably heard about events at my company.
 
If you couldn't see the red -- the editorial notes were also in parentheticals
 
You dickens -- you were only supposed to get Chad 1 item from the list.  Then I pass it on to Tracey, Pat, Arliene etc.",enron,"[1.0, 4.0, 2.0, 1.0, 3.0, 2.0, 3.0]","['63e51bc3169991cfbcd4fe97', '5dd48444dd9a7447d224cc71', '5a7618b18fe2dc0001057243', '610c54c190d4d2399972b294', '63b6dfb29118fec2d923f8c3', '5c961ee66357fb0001ef4b4a', '597b81f3de42bf000181db0b']",2.2,2.5,2.3333333333333335,2.0,,2.0,2.2857142857142856
1798,Hey There! MAKE SURE YOU READ THE FOLLOWING MESSAGE FROM SALLY BECK! It's concerning the cancellation of future EES/EWS process meetings! I thought you might want to know!,revised,"[1.0, 1.0, 3.0, 3.0, 3.0, 3.0, 3.0]","['5fed6c9c0d786daf31f29f3d', '5ea96c3da01cad04cfea50b6', '5dde8961a4aa26f2f73d785b', '5c5c70947676860001fff825', '63ee59dc6e5fbabca14d3d16', '63f8b3967c2e7bd04e14a0e5', '639fad17342dfdbf0139f67c']",3.0,2.5,3.0,3.0,1.0,2.0,2.4285714285714284
1799,"Please notify John Franks of the Artesia team if you need to fill up with gas at NGPL Eddy Co.







(I wasn't sure what this email was trying to say!!)",revised,"[5.0, 2.0, 3.0, 4.0, 1.0, 3.0, 3.0]","['5b0d1b8e444cef0001ca66ac', '60d4ecd22def4bbd52671db2', '611eb5db46ee495d60b16aae', '63ea83120de8f45e197c3abd', '5e13ad514c81b2a01ae4aa9f', '5df27b81acd5ce18b4bd225c', '5dedebd38b2932497a59e663']",3.3333333333333335,2.6666666666666665,3.0,4.0,2.0,3.0,3.0
18,I am not going to be able to get away. Chris is being really rude right now.,revised,"[2.0, 3.0, 1.0, 1.0, 4.0, 3.0]","['61074792728f0f9e791ad083', '5ff0f1b0dd8cf14ba8957c5b', '62f975cbc3507ecf77180d00', '5f276d8f38b9f857f5cebf21', '642ae58a4893939dd32fd402', '637b04a69794763b20491590']",1.75,3.5,2.2,,3.0,3.0,2.3333333333333335
180,"The call below is confirmed for 3pm CST; 6pm SP/Rio. We understand Derrick is not available, but let us know if there is anything we can do to keep him in the loop.",revised,"[3.0, 5.0, 5.0, 4.0, 3.0, 5.0]","['5fed6c9c0d786daf31f29f3d', '5dd4c2f2390fb648f7baf4d2', '63ed508fde849af6ba4b96e5', '611c2ed2d1d6a90e05ceeb30', '62cc4627b5f80e3f1419b735', '5fd63cb585f88c4eb1933661']",5.0,4.25,4.666666666666667,4.0,3.0,3.6666666666666665,4.166666666666667
1800,"Sorry, I am short on cash at the moment.",revised,"[4.0, 3.0, 4.0, 1.0, 3.0, 3.0]","['574ce0a57fd0ec000db73aa6', '6068bf5914131f3a1a80a413', '60b348a8332d26d4b88be6a1', '5de7f88b762dc2775b2265b8', '5e40b0eec193742f691c1984', '6101f6f45269e30a22fc4526']",2.75,3.5,3.0,,,,3.0
1801,"hopefully not at work,,, we don't have those water basins on the back of our toilets.... so,,, he would just be taking a shit on the handle(kind of messy)!!!!!!
KID",enron,"[3.0, 3.0, 1.0, 1.0, 2.0, 1.0, 2.0]","['5f8461c7c4a37809c686303d', '60f780f13d153d16a6d4a3a0', '5f45beae060bdc1f49704285', '5ded9996838b4f45b83bb3f9', '5f276d8f38b9f857f5cebf21', '628e3b1e391943aad37fbd4f', '63dbd0221365338a25e03610']",1.5,2.3333333333333335,1.25,3.0,3.0,2.6666666666666665,1.8571428571428572
1802,"Did you mean 9/11? If you were scheduled for 9/4, you've missed it. Who doesn't love a smart aleck?",revised,"[2.0, 3.0, 3.0, 4.0, 4.0, 1.0]","['6412285c18716831333d53b3', '637656f618065b68614915b0', '62699ca4c48ff1d410fcd8f7', '63f93660b863689518fb98d8', '5ec2feeb47c4471339d3b2ce', '62d861584f36d506a5729d6f']",2.0,3.3333333333333335,3.0,,2.5,2.5,2.8333333333333335
1803,"Mark,
Before we say ""Auf Wiedersehen"", I wanted to catch up on some housekeeping.
Could you please confirm that you have now signed off on each of the 
following items for NA:
- NA GTC's
- NA ETA
- NA PA
- Brochure contents (including letters)
- Website Contents (including help and FAQ's)
- General legal relationship and structure of the website and the contracts.
- Long and Short descriptions 
Thanks,
Dave",enron,"[2.0, 3.0, 5.0, 4.0, 3.0, 3.0, 5.0, 3.0]","['623ac50ed58ac10f7e259b8f', '6413580ef32ce40b25518cad', '614e7b3a166756f594091945', '5e26762aa8c1118a9d578c4d', '5e9c4666d28cb0023c8d43a5', '639fad17342dfdbf0139f67c', '5dcecc2d1986eb01a449f4e4', '615f69f97b6fb976c2aee3bd']",3.0,5.0,3.5,4.0,,3.5,3.5
1804,I think that chick gave me something!   I serious.,enron,"[3.0, 1.0, 1.0, 1.0, 1.0, 2.0, 2.0]","['5c983e85b18d000017e1b7e9', '6369dfcfb205120e7442ea69', '5dde8961a4aa26f2f73d785b', '63ea83120de8f45e197c3abd', '61004bfc57c47054a837058a', '5dc1cd625fd2031344dfe43d', '62753ba6947edadb945d0121']",1.5,1.0,1.6666666666666667,1.0,,1.0,1.5714285714285714
1805,are you guys going on a date or something,enron,"[2.0, 4.0, 2.0, 4.0, 2.0, 2.0, 1.0, 2.0]","['613254f907b5038999e2688f', '637e4167f257ac9ea04f3435', '5e2b74daae56b71b9d24d89b', '5dd48444dd9a7447d224cc71', '614f7e19d4577addcf8739d4', '63336fbfcaa4a5d476a28b53', '5f4aeb98fffa876b6ab5372d', '58cc6e1293dac30001d4abc6']",3.0,1.75,2.5,2.0,2.0,2.0,2.375
1806,"Hey,
The little mama wants to kill the hallween party.   She'll be studying for the CPA and doesn't want the hassle.  Never mind the email addresses.
-Dan",enron,"[3.0, 2.0, 2.0, 1.0, 3.0, 1.0]","['5d498ea0faa15b001acd4a5d', '5df4ed2eae7b303760a9d47c', '63915e2f380a036b2edf35c9', '63e4057033c01ca76a0d8d2a', '6324f7f3c58b003e512334e0', '5d520a2a08c3b00019384072']",1.0,2.2,2.2,1.0,,1.0,2.0
1807,what is the except becky stuff all the time.,enron,"[1.0, 2.0, 2.0, 1.0, 2.0, 4.0, 1.0]","['63d698af12a4d488c5fdf05a', '5d3a2d1da46f450019cdf5d3', '6111299ba7aede3df217d7fe', '63b48736ce3bb3afbc79ff7c', '615914a33224dc31f1045612', '5cbb78d664170f00011d7c4f', '62f70dd38becd2f7f2ce53a8']",1.3333333333333333,2.25,1.8571428571428572,,,,1.8571428571428572
1808,"Hi,



Can you please send me a copy of the fully executed NDA for our files?



Thanks for your help!",revised,"[3.0, 3.0, 5.0, 5.0, 3.0, 5.0, 5.0]","['58a50aebbb9e0f0001aca2a7', '6345fd111f4b746641e67b9f', '5c5c70947676860001fff825', '61118e9a32395df5867ce217', '63b9ff9f64549294f0abe3c1', '60ef9d89ec035587753dc4ed', '642ee1cb7e6da0f6158a6743']",3.6666666666666665,4.5,4.2,,4.0,4.0,4.142857142857143
1809,"One other argument we could make:  according to the traders, the gas market 
is very liquid.  Because the gas market is very liquid, generators will sell 
their gas and turn off their units.  So the ISO will create a reliability 
problem.",enron,"[3.0, 2.0, 3.0, 5.0, 4.0, 2.0, 4.0]","['610d7f845082b557c0ca5b25', '5c5c70947676860001fff825', '610019cae69b9ad34c95e3b3', '5cbb78d664170f00011d7c4f', '637d69bd2bc2aeda148b4d83', '5fc6a3c3f7ddee03573bdd6c', '5df2f2ed4c81b2201c6c782e']",,3.2857142857142856,3.2,3.5,,3.5,3.2857142857142856
181,"Hello, could you help me with something? I would appreciate it if we could send this to El Paso. Thank you! ",revised,"[3.0, 4.0, 4.0, 5.0, 4.0]","['5c983e85b18d000017e1b7e9', '63804d105c37525d499b9c6c', '610763db336c7d883758810d', '5e40b0eec193742f691c1984', '5bcf173fa356010001d78f6c']",5.0,4.0,4.0,4.0,4.0,4.0,4.0
1810,"Hell'o Stranger. How are you ? How's the family (including the hounds?) Want
to go on a trip?     Sam",enron,"[5.0, 4.0, 3.0, 3.0, 4.0, 4.0, 5.0]","['60dfa0f80964725cfdab1685', '5ef571b16317d90009f5493a', '6078b4ad9006e4f6572dde97', '5d62182e7c07250019f1dd57', '63d4226c0fe4674cfaf0d049', '5a16f199fe645f0001ea039c', '581e0aee4182b600017307ea']",4.0,4.0,4.166666666666667,3.0,,3.0,4.0
1811,"Hello Scotty,



I'd like to talk with you about the position you have open, if possible. Please let me know when you may be available to chat.



Thanks!



",revised,"[4.0, 5.0, 5.0, 3.0, 5.0, 5.0, 4.0]","['5e9749b44592572013c96868', '62ffe399d769a8e595609133', '5c7d6064f066ff001468d0f5', '5c75419284e176001254c7a5', '5e26762aa8c1118a9d578c4d', '63928a247ca3810498cb5c46', '5ebb96b6cd673a0008ace9ce']",4.4,4.0,4.4,5.0,4.0,4.5,4.428571428571429
1812,"I don't think that you're able to attend the event, but it's not a problem. 



Thank you,

Kay",revised,"[3.0, 2.0, 5.0, 3.0, 3.0, 3.0, 3.0]","['5dce29700ad506063969a4a5', '5a585be8e0cf3d00012657b8', '63e2efb080652555c6d566cb', '63d3fd4267f25518af752d7e', '57a2caf8275be6000135b3aa', '5e2d96d3bc554937d1b3917a', '63bc9e8cd8106f8d94c636d4']",3.3333333333333335,3.0,3.1666666666666665,3.0,,3.0,3.142857142857143
1813,Thanks for the memo. It sounds like our solution is a high speed internet connection.,revised,"[4.0, 5.0, 3.0, 4.0, 5.0, 4.0]","['60fdddcb212cd62e7f6ea1f9', '5df4ed2eae7b303760a9d47c', '5db896c80f6ebd000d5d8487', '63e2efb080652555c6d566cb', '6174b5852985c94f3684a05d', '61004bfc57c47054a837058a']",4.5,4.0,4.166666666666667,,,,4.166666666666667
1814,"Mike, 
What is the status of the list we compiled a few months ago?  I had a few 
items on that list, but I can't remember the details now.  Since I don't deal 
with Unify as much as I used to, the only thing that I can remember is:
We need to add a column with the initials of the schedulers responsible for 
each meter.
D",enron,"[2.0, 3.0, 5.0, 4.0, 4.0, 4.0, 3.0]","['63cc88cff0f86e1bdec22290', '608f2bae0ee0a74455533e4c', '5dd4c2f2390fb648f7baf4d2', '5b824fb6cc06660001a302d4', '5ca419ef2fd4860001a501db', '62858e3a433a7a27305f1992', '5dd405ab80123f3eaae9af80']",4.0,3.5,3.6666666666666665,,3.0,3.0,3.5714285714285716
1815,"I really admire your constant devotion to your customers and your unending desire to restore Enron to its former glory! As always, you're a consummate professional.",revised,"[5.0, 5.0, 5.0, 2.0, 4.0, 4.0, 5.0]","['5d57a69c72ba1700184edd85', '62bd42b72c2ccddf753b655b', '64029de99a8a72fc5a205b7e', '63ecfe2832fb4c511dbeef17', '62c9990351a1fcfc4ea73063', '63bc9e8cd8106f8d94c636d4', '62753ba6947edadb945d0121']",4.2,4.5,4.2,4.5,,4.5,4.285714285714286
1816,"This definately sucks ass. It is surreal. I feel like I am watching a movie and this is happening to someone else. Other than work, how are things? I am so glad to be back in Canada. Except that it is really really cold. Are you on the internal MSN IM? Take care.
Chris",enron,"[1.0, 3.0, 3.0, 1.0, 1.0, 3.0, 4.0]","['608f2bae0ee0a74455533e4c', '5c7d6064f066ff001468d0f5', '6162fa4fec3fe9d88d067ada', '5dd4c2f2390fb648f7baf4d2', '6272892b05043371638ee032', '5f4aeb98fffa876b6ab5372d', '581e0aee4182b600017307ea']",3.5,1.8,2.4,3.0,1.0,2.0,2.2857142857142856
1817,"This evening, ECT faxed comments to counterparty's proposed ISDA to both John 
Joel and Douglas Marshall.  We also resent the Credit Support Annex because 
counterparty never commented on ours and failed to include one.  John Joel 
called me this morning to determine when the lawyers could speak.  I told him 
to schedule a conference call because ECT was ready and was faxing comments 
today.  I haven't heard from him.  SS",enron,"[3.0, 3.0, 3.0, 4.0, 3.0, 1.0, 2.0]","['61087689e968fcf3269375c1', '5ef764821269f404a08607d7', '63b48736ce3bb3afbc79ff7c', '61004bfc57c47054a837058a', '5df27b81acd5ce18b4bd225c', '5e2d96d3bc554937d1b3917a', '6376b9ede4f5ca90df04d617']",2.25,3.3333333333333335,2.6666666666666665,,,3.0,2.7142857142857144
1818,"MMM.
We will entertain ourselves as usual:  pillage, plunder, burn, break bones, 
eat flesh, gratuitous chaos and excessive mayhem.
Gerald, don't forget your axe this time. OK?",enron,"[1.0, 1.0, 4.0, 4.0, 3.0, 3.0]","['5e65531ade78962d424730a3', '610763db336c7d883758810d', '611465b0cdf9e7bb34a05898', '63c1c24976306b075e432d82', '6413580ef32ce40b25518cad', '5ca419ef2fd4860001a501db']",2.75,2.5,3.0,,1.0,1.0,2.6666666666666665
1819,"Here's what I'm thinking: if after 60 days some of the capacity is still not sold, Mavrix= will have to pay TW 100 cents on the dollar, on an npv basis. This could result in a double recovery in we later resell the space.",revised,"[3.0, 5.0, 4.0, 3.0, 3.0]","['6369dfcfb205120e7442ea69', '5dd4c2f2390fb648f7baf4d2', '61087689e968fcf3269375c1', '631f3e52174dc4e4047bbdce', '5dd405ab80123f3eaae9af80']",3.0,4.0,3.5,,,4.0,3.6
182,Now- don't you feel bad always talking about how ugly his wife is.,enron,"[1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 3.0]","['5d4a36e8a61675000169036f', '62b369fdab5263ee3bb43c03', '6369dfcfb205120e7442ea69', '61313473de5462f652bb133c', '5d6315fdfb93530001804285', '5ded9996838b4f45b83bb3f9', '5ddd1dd2b48da3c63a3ccdbb']",1.75,1.0,1.6,1.0,,1.0,1.4285714285714286
1820,"John,

You should be able to discuss the pending UBS offers with those who are involved.

Brian",revised,"[3.0, 4.0, 2.0, 2.0, 3.0, 5.0]","['6150ca885dca8c918357a4d1', '63d4226c0fe4674cfaf0d049', '5d076df10eb3440018758980', '5d4345e9be616d0001f786cd', '640e04b278799b47b29d4ddd', '6387f4bcdf5c22093c240bf6']",2.6666666666666665,3.6666666666666665,2.8,,,5.0,3.1666666666666665
1821,"Can you please prepare a GISB contact for TECO based on the info provided below. If you will forward a hard copy and an email copy to me, I will forward it to TECO with other information I am sending them.",enron,"[5.0, 3.0, 5.0, 4.0, 2.0, 5.0]","['60ff24f7ca731d0a400d69e6', '61640652141bd74963f8f1cb', '63d7d63f02fe0c728604e529', '595fdaa1d82b180001c6e460', '5ddd1dd2b48da3c63a3ccdbb', '5df2f2ed4c81b2201c6c782e']",3.0,5.0,3.6666666666666665,5.0,,4.333333333333333,4.0
1822,"Would you like to do a trade with Paribas in order to preserve it as a trading partner?



Sincerely,

Mark Haedicke",revised,"[5.0, 4.0, 2.0, 3.0, 4.0, 3.0, 4.0, 3.0]","['607cf097a3821b079390ebb5', '5fbd057ea95c7102638685d5', '60eeed7cce4ddb957b239f03', '63ed3c9553e90510bf1da553', '5c961ee66357fb0001ef4b4a', '63bb9d1d25b272b93b81523a', '60d7b3469a65ac7408cb9dd3', '63336348c3ae085755192b6a']",3.6666666666666665,3.4,4.0,3.3333333333333335,,3.0,3.5
1823,Are you kidding me?  This is absurd.,enron,"[1.0, 1.0, 1.0, 1.0, 2.0, 1.0]","['609800dd75479749cf47d10c', '63b5681c49af1cbe651420bc', '5f276d8f38b9f857f5cebf21', '63d31b44050f25d498f32cd1', '5e01451c6e8aabd0d17df3a9', '5e2d96d3bc554937d1b3917a']",1.3333333333333333,1.0,1.0,2.0,,2.0,1.1666666666666667
1824,"To whom it may concern,



Hello! I wanted to let you know that ""the little mama"" has some concerns about the Halloween party. She'll be studying for the CPA and would rather not deal with the hassle of it.



Thank you,

Dan",revised,"[3.0, 2.0, 4.0, 1.0, 3.0, 4.0, 1.0]","['6162fa4fec3fe9d88d067ada', '6137ebb74197e0473d1318e3', '60d4ecd22def4bbd52671db2', '60fe2ca35fb0b7e67fcfff18', '59c9c8da5535800001a8e434', '5f47e6376aa63923f3804e3b', '611b09935cd6e67f2b5e9ea2']",3.0,2.25,2.2,3.0,4.0,3.5,2.5714285714285716
1825,"no I dont know how it works, and who told you",enron,"[1.0, 2.0, 1.0, 2.0, 1.0, 1.0]","['63b5681c49af1cbe651420bc', '6095d9eeea5ca5b1f3e39cce', '5c21923289f03500017369fd', '630caf1e86e49cd599f4b53a', '5f0144a4a28292298e381c49', '5eaa0cc0fb0fca17a3006d9c']",1.5,1.0,1.6666666666666667,1.0,1.0,1.0,1.3333333333333333
1826,"Hello,



I received it too. I'll probably go. I'm ready for standing by the pool at 5:00 and will take my drink to the lobby!",revised,"[4.0, 5.0, 3.0, 3.0, 1.0, 3.0, 5.0]","['63d1b87e756b5709b1e90ff3', '5b0d1b8e444cef0001ca66ac', '60da243688f9aa74901ae90e', '612d384d2854531514c9be92', '610c54c190d4d2399972b294', '63fb73b8e64f455117b045b9', '610019cae69b9ad34c95e3b3']",2.3333333333333335,4.25,3.2,5.0,,4.0,3.4285714285714284
1827,"Thank you. We are in litigation with the Px. Please let me know if she continues to pursue Enron.



Best, 

Mark",revised,"[5.0, 5.0, 5.0, 4.0, 3.0, 4.0, 5.0]","['5cab69f77ea4a700019a87dc', '5fb0a3d6a8e4224b973e750b', '5dde0d3ce2dcbdd798721c65', '5d8a1d20d1afcb0019d7390b', '6229fff149374541c22a95bf', '62a9513ae9305607fd5af01a', '5d27dc6b46dea800184f8bfa']",4.0,4.75,4.0,4.0,5.0,4.75,4.428571428571429
1828,"Attached please find the final draft of the presentation. Assuming it meets with your approval, it can be forwarded to CSFB at your earliest convenience.",revised,"[4.0, 5.0, 4.0, 3.0, 3.0, 4.0, 5.0]","['5e790129bd76c94a7b3aa7b6', '613254f907b5038999e2688f', '6234b2b5e6b80ea7060d458a', '6413580ef32ce40b25518cad', '63b48736ce3bb3afbc79ff7c', '5cbb78d664170f00011d7c4f', '5efcaaee74e56207d16db007']",3.5,4.2,4.0,4.0,,4.0,4.0
1829,"Please be aware that we will not be having our Monday morning conference call this week.  We will, however, have our usual EBS conference call next Monday at the usual time - 11:00am (CST).
Thank you.
Mona Petrochko
Director
Government Affairs - The Americas",enron,"[5.0, 3.0, 5.0, 4.0, 5.0, 4.0, 3.0]","['63acbf912d16917452e0bf4e', '6426e41f68bf7666679d4afb', '610019cae69b9ad34c95e3b3', '5f6666e43be0b923d23c8df8', '63928a247ca3810498cb5c46', '5d4345e9be616d0001f786cd', '5dedebd38b2932497a59e663']",3.3333333333333335,4.666666666666667,4.0,5.0,,5.0,4.142857142857143
183,"Ok sounds good, here's a little teaser for the group. Do you want the picture you sent me?",revised,"[4.0, 3.0, 4.0, 3.0, 4.0, 2.0, 4.0]","['5dcec32a367c6d000a4282c2', '63f018abf8a9cc18acee5799', '61313473de5462f652bb133c', '62bd42b72c2ccddf753b655b', '63ea83120de8f45e197c3abd', '60ef9d89ec035587753dc4ed', '5f0144a4a28292298e381c49']",3.75,3.0,3.3333333333333335,4.0,2.0,3.5,3.4285714285714284
1830,"That sounds fun, Lisa!! Thanks so much for looking into that. I haven't had a pedicure in AGES--I need one! See y'all soon.

Ann

>",revised,"[5.0, 5.0, 5.0, 3.0, 4.0, 4.0, 3.0]","['60dfa0f80964725cfdab1685', '5d57a69c72ba1700184edd85', '63da9d744c860382808770bd', '637e4167f257ac9ea04f3435', '636e7db188a61f7669dd6120', '5aea7d94a110a00001f7e50e', '5c696229bd58280001b4f554']",4.25,4.0,3.8,5.0,,5.0,4.142857142857143
1831,I would like to help you but I don’t really understand what you are saying.  Can you please explain ,revised,"[5.0, 3.0, 5.0, 4.0, 4.0, 4.0, 4.0]","['5dceca2541afe801a32e27ac', '614f7e19d4577addcf8739d4', '62685fb139dc07380edf7988', '63c72079af67adedbd68ae4b', '5c8ec999bb6a3c00014acf5f', '622a04c3557ea04c82c8f62f', '615880a66bc32302998866d9']",3.5,4.4,4.0,5.0,3.5,4.2,4.142857142857143
1832,"Hello, Mark.

In connection with Susan F.'s departure, could you please provide a

copy of her ""project list"" so that we can follow up on

finalizing/redistributing her workload? I have lots of questions which I'm

sure can't be answered this minute, such as: Shouldn't we help to prioritize

her work? Will she continue day-to-day work? Who will take confirm desk

calls?, How will this impact Samantha's training (maybe the lawyers should be

involved now), etc.

Please let us know when you'd like to ""regroup"" when you have the time. Thanks! Sara ",revised,"[3.0, 3.0, 4.0, 4.0, 5.0, 5.0, 3.0]","['630e2acdb76b29b94ceecff1', '61087689e968fcf3269375c1', '60f780f13d153d16a6d4a3a0', '62858e3a433a7a27305f1992', '5b1f185488ee7400012b4b5c', '601736d3f57edd250d376de9', '5efcaaee74e56207d16db007']",3.0,4.0,4.0,4.0,,3.5,3.857142857142857
1833,I'm afraid I'm not sure how it works. Can I ask who you were talking to about this?,revised,"[3.0, 1.0, 4.0, 2.0, 3.0, 5.0, 3.0]","['5f4c80a4acc80f89fd507fdc', '5c080adf76e77b00016744dc', '6108486c59c7eb367ebefa5f', '610d7f845082b557c0ca5b25', '61640652141bd74963f8f1cb', '5f8461c7c4a37809c686303d', '5c5c70947676860001fff825']",2.3333333333333335,3.5,3.0,,5.0,3.0,3.0
1834,"Bill,

Hello! Yes I will be coming to Boston as scheduled. I look forward to meeting you there. My son has not made his decision as of yet, so I am enclosing his resume, please read over it and let me know what you think.

Thank You!

Vince",revised,"[5.0, 5.0, 5.0, 4.0, 4.0, 5.0, 5.0, 5.0]","['5c7d6064f066ff001468d0f5', '6162fa4fec3fe9d88d067ada', '63ff85248ee53feba08a05fe', '5efe4033859ac314b6d79a50', '642d964d8bab7323494e3570', '5e56457f6370ba0184e041b4', '62f70dd38becd2f7f2ce53a8', '5f0144a4a28292298e381c49']",4.8,4.666666666666667,4.8,4.666666666666667,,4.666666666666667,4.75
1835,"Hi,



Can you please let me know where ICC has that as one of their issues?



Your colleague,

Jim",revised,"[5.0, 5.0, 3.0, 5.0, 4.0, 3.0, 5.0]","['5f61ddc72199f304bea2a4f4', '623ac50ed58ac10f7e259b8f', '63d698af12a4d488c5fdf05a', '5dde8961a4aa26f2f73d785b', '60c2670ee246bb9e550f9088', '5ab3ba93fa3b4e000172b6de', '640606633093306c279c0b97']",4.166666666666667,5.0,4.4,,,4.0,4.285714285714286
1836,Please bring the money by whenever you want. I should be at my desk all day.,revised,"[2.0, 3.0, 4.0, 2.0, 3.0]","['5c080adf76e77b00016744dc', '5e064785e297d502d4f2b15f', '636e7db188a61f7669dd6120', '5aea7d94a110a00001f7e50e', '63b9ff9f64549294f0abe3c1']",2.0,3.3333333333333335,3.0,,,2.0,2.8
1837,"Hello,

I'm sending you the models you looking for, and additionally, if you'd like, just go ahead and send me the latest ""Old ISG"" model. I will come up with ways to incorporate the Genco models into that one. In any case, please let me know when you guys want to meet. Talk with you soon. Ben.",revised,"[5.0, 3.0, 5.0, 3.0, 4.0, 3.0, 5.0]","['5d321a7348bf98001646aeb2', '63ea83120de8f45e197c3abd', '6151d7e5e542dc73b5eaf5db', '60c2670ee246bb9e550f9088', '62e1eabe8e87096a831bda48', '615880a66bc32302998866d9', '631a1f357c56acbb68d5dc14']",3.3333333333333335,4.5,4.5,3.0,3.0,3.3333333333333335,4.0
1838,"I've had no list come throught with this counterparty. What's the scoop?

Will it be on tomorrow's list?  Thanks for your help",revised,"[5.0, 4.0, 2.0, 5.0, 4.0, 4.0, 3.0]","['5c003b5c2c8cc1000138e25f', '63c6c86379d754f53136d84c', '63ff85248ee53feba08a05fe', '60858334390f28f5a4fb79d3', '631647a0bf6e0dd403e171c2', '6007b5de4508d81c9a2a0433', '5dedebd38b2932497a59e663']",3.75,4.0,3.857142857142857,,,,3.857142857142857
1839,I have some issues with the existing contract.  Can we discuss ways to make it more useful?,revised,"[4.0, 5.0, 4.0, 4.0, 5.0, 4.0]","['60f6ce6de6cf393bcde0c14d', '63c1c24976306b075e432d82', '5a585be8e0cf3d00012657b8', '6387984be099d077b7cd8508', '637d69bd2bc2aeda148b4d83', '640e04b278799b47b29d4ddd']",4.0,4.5,4.2,5.0,,5.0,4.333333333333333
184,"Give a call when you get in. Let's discuss this further in prep for my follow-up call with Fielder tomorrow.
 
Best,
Jeff",enron,"[3.0, 3.0, 5.0, 3.0, 5.0, 4.0, 4.0]","['5fb16308dc5973607fa3041c', '5727d93522e522000e7a0a3c', '5a8ae16ff49c9a0001f3acb4', '62db76a315d362749f584469', '63c72079af67adedbd68ae4b', '63d4226c0fe4674cfaf0d049', '594a955b09c434000142a8fb']",4.0,3.6666666666666665,3.6666666666666665,5.0,,5.0,3.857142857142857
1840,"Ok, now I get it!  Just keep me in the dark until next week.  You're killin me.
                                                                           BH",enron,"[1.0, 2.0, 1.0, 3.0, 2.0, 2.0, 2.0]","['5671927473f58b000d664293', '558af269fdf99b7dfef4d7bd', '62685fb139dc07380edf7988', '6387984be099d077b7cd8508', '63d3fd4267f25518af752d7e', '5d4345e9be616d0001f786cd', '62c9990351a1fcfc4ea73063']",2.0,1.8,2.0,1.5,,1.5,1.8571428571428572
1841,"I'm amused by the joke you mentioned as your favorite, even though it wasn't mine. Perhaps we have highly distinct tastes when it comes to our comedy tastes. How would you like me to handle this question?

",revised,"[4.0, 3.0, 3.0, 5.0, 4.0, 2.0, 5.0]","['61539b3fa541b182c0fadde1', '623ac50ed58ac10f7e259b8f', '63b4a733232fda6d87ba6a02', '611465b0cdf9e7bb34a05898', '5bf6fc936c445d0001aeba98', '6151d7e5e542dc73b5eaf5db', '61118e9a32395df5867ce217']",4.0,3.5,4.0,3.0,,3.0,3.7142857142857144
1842,"I hope this message finds you well. Thank you for your email, and I'm glad to hear that Thursday, June 7th works for you. I appreciate your willingness to coordinate with Patti to ensure everything runs smoothly.



Also, please extend my warm regards to your parents. I hope they are doing well.



Please let me know if there is anything else I can do to help.



Best regards,",revised,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","['5c0150326a0c6e00013c6068', '5f4aeb98fffa876b6ab5372d', '61006c1e2e5f5734d322b8df', '5df7b79c6887bc562a3022c6', '6165a91cfe487d469c4242fd', '5dd405ab80123f3eaae9af80']",5.0,5.0,5.0,,,,5.0
1843,"The results are in, revealing there is no execute ID for the winner. ",revised,"[4.0, 3.0, 3.0, 3.0, 2.0, 4.0, 1.0, 3.0]","['5b4d39f2d4c93b00019c8217', '5b06efd1732c5d000154de23', '5ef8e0fc2ce3c6644665e347', '5da8826d8d163e0015d33c0c', '612d384d2854531514c9be92', '63d461113c2fbc554ca3816c', '5c5c8a688089970001788f30', '642d964d8bab7323494e3570']",3.5,2.25,2.8,3.0,,3.0,2.875
1844,"

Good afternoon,



I have successfully registered for this one day class and am looking forward to seeing you on (date).

I am also hoping to attend the ""Structuring Power Transactions"" on November 10th and 11th, and am waitlisted with the hope of attending these classes as well.



Best,

Sara",revised,"[5.0, 5.0, 5.0, 4.0, 4.0, 4.0, 5.0]","['638e415e46b2a8da60722496', '636e7db188a61f7669dd6120', '614795c351b6c8373e6225fb', '612d384d2854531514c9be92', '5b50881a59119400018abaf3', '5fecec76827f81eea8e1796d', '5f77c6a1a110ce346dc016ec']",5.0,4.5,4.5,5.0,,5.0,4.571428571428571
